epoch,loss,val_loss
0,0.0006839120651870367,0.0014769052090182289
0,6.594673953276265e-05,0.0033008482956622485
0,0.0008773154256898172,0.0049582439960412575
0,8.541885325270693e-05,0.011253267854261687
0,3.199763960576907e-05,0.008610000885596727
0,5.104972633308336e-06,0.023488587241236595
0,1.2798846180211986e-05,0.03422515593011949
0,0.00025953008419308523,0.035356381920147485
0,6.115543588519912e-05,0.03589237156566146
0,2.778389363116207e-05,0.033074422787531726
0,0.0001006145107336589,0.014275971212855893
0,0.00019073345723479696,0.016345603930666384
0,0.00045686525269856946,0.07592049522968987
0,0.00018110099438129113,0.05354974938831509
0,1.1816814789248565e-05,0.07230569190301037
0,4.080419726153006e-05,0.06573988774285695
0,0.003972205836456827,0.46278245580135663
0,0.00017108992461280237,0.3825187062959299
0,2.314453449338183e-05,0.314571778433524
0,9.361364637141767e-06,0.18684955135509604
0,8.188473017514353e-06,0.092981643298518
0,4.975098744597561e-06,0.01851576189890433
0,4.867869341610431e-06,0.015394160199714086
0,4.687679140319423e-06,0.014095147744583088
0,4.395890187344875e-06,0.013257220048027726
0,4.002309907281454e-06,0.012943706536000955
0,3.693452407752762e-06,0.013753766632274846
0,4.416818276384404e-06,0.013072490176337808
0,7.048298112281249e-06,0.018619607970837202
0,8.550686206977076e-06,0.02219279080396547
0,7.503772194142222e-06,0.03936781600030361
0,1.3856577830930972e-05,0.012090427312566963
0,2.881020214985375e-06,0.022467659503283274
0,1.6142428498597817e-06,0.018488809855378995
0,1.3882858808675902e-06,0.019140287853844442
0,1.4669698811500265e-06,0.016681480520092534
0,9.790963810223375e-07,0.013581039823440586
0,1.5355769850926572e-06,0.012961552158491303
0,2.2642225046227706e-06,0.017688428918121658
0,3.717468652455258e-06,0.012578645391388107
0,9.012182406007207e-06,0.014088166500912599
0,1.825282798232819e-05,0.00954001096947018
0,7.918020749446608e-05,0.004718824061749652
0,6.728700670827359e-05,0.045738428107185036
0,5.255124213323481e-05,0.08243987977358708
0,5.029783493221118e-05,0.13125183311450778
0,0.000136004233375439,0.24911597052925957
0,0.00021802392829907901,0.0004953980519663262
0,0.0011848198596986345,0.0003456764310780809
