epoch,loss,val_loss
0,0.006211468487455999,0.002705268568946238
1,0.00013040239412532428,0.0006463493407807324
2,5.539625655903713e-06,0.0008498127889444547
3,1.2470314460897302e-06,0.0011682358570072379
4,4.294053020044153e-07,0.01469838681415454
5,0.00011408295279102942,0.01777851332580218
6,1.1903437427227992e-05,0.02490422618410974
7,6.813344426440882e-06,0.026888355022218646
8,1.2419979677542158e-05,0.0313438755961668
9,0.0007418716698775909,0.0004908319569181519
10,0.0002023777664837878,0.07395378876426645
11,0.0005453495872888756,0.0033059311951765926
12,0.019292923165876195,0.002457044370804265
13,0.0018627047408715026,0.0026725162426855125
14,0.00023033265732239384,0.00597776609471481
15,2.7560074580596172e-05,0.009737800427405966
16,4.643191070079711e-06,0.010428572558534636
17,3.845455443039825e-06,0.006498269518129508
18,0.00029909369517746985,0.00996782441000433
19,0.0010164507308688213,0.08257987282904458
20,0.0008399915001503675,0.022853498625191235
21,4.4203019043905115e-05,0.009451662108760561
22,5.387316712593138e-05,0.022410130453207187
23,8.192855280758637e-05,0.0068057195672205925
24,0.0002098073867519097,0.002948621353886905
25,0.0003643702041743791,0.06370845608105499
26,0.0009881201467855795,0.0543625413111474
27,0.0005491739917774881,0.2003311265494753
28,0.0013661881088536743,0.4605650061450401
29,0.0013134327964798589,0.39622696179729167
30,0.0004873309088737854,0.9925084842994315
31,0.0013496509880462856,1.042824041042786
32,0.0016397196667842122,1.021627881962768
33,0.0011870923490059871,0.9725316247486498
34,0.0030182817948834766,0.9034303833881757
35,0.000570461999831956,0.5483507101814314
36,0.0004073842357618365,0.38785720434983817
37,0.00016257020723223347,0.2139813319361028
38,0.00011849420450513203,0.6026151382468524
39,0.0013691381129660662,0.40699364411536043
40,0.002052922187442275,0.14661102208226623
41,0.0021697532996489454,0.058072492259088906
42,0.0003948867417934059,0.2381139460085634
43,0.0020961138131230877,0.08814857177614241
44,0.00021040336788450298,0.014501084741716503
45,5.1174962980746544e-05,0.009698662152958941
46,0.0011985391068881932,0.020141161764720878
47,0.0004297395061387075,0.01090547663974085
48,0.004361137414107926,0.750902935414576
49,0.002552561561077911,0.02862882796548182
50,0.00028682186095278973,0.5101283866658494
51,0.0077572164893922515,0.014806910822593522
52,0.00011588539959114108,0.023827352145000178
53,0.0008374766473400404,0.03383735266368302
54,9.852157126560135e-05,0.030866141402331067
55,3.556091600988398e-05,0.028769828399757932
56,2.907001578055679e-05,0.026370324035484116
57,2.9658533801808717e-05,0.024944235852841813
58,2.9631765019845214e-05,0.023788680203302676
59,3.0434807704674327e-05,0.02275805442552207
60,3.184778897645102e-05,0.021804266567964078
61,3.307094594689319e-05,0.02091207407359508
62,3.335473648131781e-05,0.02012774106741125
63,3.229844000873783e-05,0.019493386164286988
64,2.9825371118874953e-05,0.01899775513291775
65,2.6160042159787844e-05,0.01860359421710303
66,2.1779436377796334e-05,0.018281234547912334
67,1.7291859382126074e-05,0.01801233960427829
68,1.3207308303088583e-05,0.01779023001285681
69,9.813076798857568e-06,0.017616749959793204
70,7.183408148506487e-06,0.01749784735854798
71,5.252382488414531e-06,0.017439588507618366
72,3.8886699804208116e-06,0.01744546028155568
73,2.9489588684730174e-06,0.01751480610289847
74,2.3209026844863702e-06,0.017643497250846005
75,1.9454754638128512e-06,0.017830601808367087
76,1.8026787135632105e-06,0.018076627534296452
77,1.8765377853335873e-06,0.018377305658820488
78,2.1293523761418686e-06,0.018720354731167257
79,2.4702505829090616e-06,0.01908461538668995
80,2.845761403299729e-06,0.01944358948916856
81,3.6063994542481216e-06,0.01978106578845528
82,5.1681579221734e-06,0.020060094033437288
83,7.0281675231840255e-06,0.020245530190293713
84,8.727521227204438e-06,0.02035975465277599
85,1.0296395922521296e-05,0.020406542538918715
86,1.219151598149626e-05,0.020337465417913654
87,1.4931752933855736e-05,0.02008980420826427
88,1.827849005939086e-05,0.01972782937447765
89,2.2092270689301196e-05,0.01932995711736995
90,2.665142626908068e-05,0.018894827727925226
91,3.187786426393724e-05,0.018432819585919212
92,3.762737399812677e-05,0.01795018592154412
93,4.365475975087318e-05,0.017459645420913432
94,4.965538169012018e-05,0.016970931517964794
95,5.520864107391854e-05,0.016493360518807107
96,5.9883449083118155e-05,0.016038114198346578
97,6.327365519401917e-05,0.0156106558975429
98,6.5099353359932e-05,0.015218730074242003
99,6.529664943288638e-05,0.014861602592591084
100,6.391046676801282e-05,0.014541635639058527
101,6.120546326747144e-05,0.014256233198526987
102,5.7489556812607034e-05,0.014003970799008855
103,5.3115590122691404e-05,0.013782877549124183
104,4.840962740103616e-05,0.013587555250647306
105,4.36180345137569e-05,0.013415852543914262
106,3.8962941411194494e-05,0.013265051184180358
107,3.4567657436409325e-05,0.013131932698573628
108,3.0517305991807575e-05,0.013016576685857885
109,2.6857382069110037e-05,0.01291411395537159
110,2.358703622085212e-05,0.012824191797483876
111,2.0695031194929216e-05,0.012744847801336268
112,1.8156754639725214e-05,0.012674432439336317
113,1.593541287569633e-05,0.012613636755107549
114,1.4012688367494474e-05,0.012560094189016446
115,1.2332737262447767e-05,0.012512347074497852
116,1.087434190304859e-05,0.012470535835704828
117,9.600894853053932e-06,0.012434137756088488
118,8.491296024152328e-06,0.012402128099709114
119,7.521662408432661e-06,0.012375966474785977
120,6.671757764496133e-06,0.012353541843857157
121,5.921151453400109e-06,0.012334850164078849
122,5.2538534922026425e-06,0.012318602754295338
123,4.656728825318757e-06,0.012307084473085223
124,4.122606967220887e-06,0.012299121470544103
125,3.6324330843486852e-06,0.01229572280625474
126,3.184996035132892e-06,0.012296282227743703
127,2.7657513792884725e-06,0.01230235967584953
128,2.3704296853857e-06,0.012314015243029903
129,1.9904653028330886e-06,0.012332196818525813
130,1.620086058685688e-06,0.01235981294597704
131,1.2568707554021508e-06,0.012399701639522764
132,9.213833481240829e-07,0.012448986127097378
133,6.230219523928326e-07,0.012496592057775941
134,3.98069315709515e-07,0.01256463275946755
135,2.9035605321170444e-07,0.012659038233701783
136,3.098800061822615e-07,0.012868556677411871
137,2.43956133554879e-06,0.01311540319281428
138,7.317395550283879e-06,0.013386282475935901
139,1.9329565717198348e-05,0.013697061461423724
140,4.453464315770095e-05,0.014037908899593844
141,9.171906120537377e-05,0.01439435638650913
142,0.00017228966891932984,0.014759235187093028
143,0.00029927792344082714,0.015118453765409797
144,0.00048293868580976285,0.015379662413224374
145,0.0008459736303392702,0.015347421985329606
146,0.0016601040778930428,0.01484359161336454
147,0.0022219579811378854,0.01432250038936872
148,0.0020623618187873855,0.014115155959581656
149,0.0016756967850425392,0.014146697704747595
150,0.0012910004824250529,0.014322246887356001
151,0.0009606428968797489,0.014581161717264202
152,0.0014061974153266156,0.013583818877087147
153,0.0022437178883375868,0.020532896960666208
154,0.0007735168669174373,0.0264269998251121
155,0.0002190916637941691,0.024590661709473494
156,0.00017124450414371427,0.025050418372925223
157,0.00019556982045275894,0.026118590652109672
158,0.0003588671167167814,0.02552216751134621
159,0.0006576244920120125,0.019958612005787642
160,0.0008468193792441938,0.006741826616835505
161,0.0008444326172764811,0.004820317592011913
162,0.0007974487612319931,0.00525885377011007
163,0.0006888635977915083,0.008575131720240384
164,0.00029954439231145004,0.010465084390008103
165,8.212943324750599e-05,0.011031907921640815
166,2.224592869638209e-05,0.011305729757971714
167,8.274600036055401e-06,0.01139475713763247
168,4.257634219450912e-06,0.011429232675624628
169,2.654962986369025e-06,0.011457713018569272
170,1.7824937960673192e-06,0.01148401493904984
171,1.2046767659457114e-06,0.011507824640019992
172,7.975181901564988e-07,0.01152943101805116
173,5.12671584890434e-07,0.011549235603251938
174,3.1983448450279006e-07,0.011567432800518848
175,2.259317409136763e-07,0.011591758344410563
176,1.8980154915926305e-07,0.011619360044931004
177,1.5775283261088013e-07,0.011642733318999043
178,1.402466344282427e-07,0.011669125021277921
179,1.2101967681754643e-07,0.011692953373435457
180,1.0818911746990346e-07,0.011718577883298668
181,1.0236205426594758e-07,0.011743960757469108
182,1.0773326512336646e-07,0.011762703571259775
183,1.0510638185712296e-07,0.011775545845851785
184,1.0363288273484983e-07,0.011786874557919243
185,1.0865036267904138e-07,0.011794610900016163
186,1.1428571987481816e-07,0.011798895497209645
187,1.200873452449347e-07,0.011802867963066031
188,1.2316320432925743e-07,0.011805582551156104
189,1.26826235175459e-07,0.011808042713269936
190,1.2244483965995202e-07,0.011813468416346493
191,1.2481869110847476e-07,0.011818323023380473
192,1.309242724587545e-07,0.011820476825700024
193,1.3074654569122935e-07,0.011824669202045791
194,1.2943598412595847e-07,0.011828796080825571
195,1.2746524442008855e-07,0.01183454899784407
196,1.2477638842267601e-07,0.011839639842733243
197,1.3268347988004692e-07,0.011841863410731054
198,1.2860134472014728e-07,0.011847847747214115
199,1.2899217306983068e-07,0.011851846829029516
200,1.281003544164605e-07,0.01185608591207838
201,1.2818923157364992e-07,0.01186008935627659
202,1.2666450545273377e-07,0.011865364647212976
203,1.219756677353079e-07,0.011872186716128582
204,1.2554248936624823e-07,0.011876276319425836
205,1.2161486692230383e-07,0.011882580447252647
206,1.2315108856619795e-07,0.01188760041203523
207,1.2265077796413948e-07,0.01189329300749623
208,1.2205770696027684e-07,0.011898288488693804
209,1.208799712768549e-07,0.011903314314866546
210,1.1889829426348087e-07,0.011909469279501076
211,1.176356950367552e-07,0.011916022516984913
212,1.1745621810588247e-07,0.011922053333349815
213,1.0969372331581795e-07,0.011932120508000773
214,1.0806275470143234e-07,0.011941780224171535
215,1.0996916603778217e-07,0.011949216442375541
216,1.0806445449462743e-07,0.011956554741360871
217,1.0395195375445532e-07,0.011965786401691842
218,1.0478145092518432e-07,0.011974673565843998
219,1.0460481737850635e-07,0.011983888724039481
220,1.0905689786788742e-07,0.011992546369796245
221,1.1623167017393855e-07,0.012001641948512174
222,1.298055780225571e-07,0.012010361234344399
223,1.523096649640454e-07,0.01202014408973997
224,1.838483169631644e-07,0.012029993770468433
225,2.3540591711324055e-07,0.012037028216420243
226,2.927494344509007e-07,0.01205495927360151
227,4.440241323362404e-07,0.01206747690053232
228,6.181626354238023e-07,0.01207937861190876
229,8.150999570648576e-07,0.012086975319711911
230,1.0261356551970468e-06,0.012090334628648631
231,8.229068915466265e-07,0.012108457347276046
232,1.1026824574587035e-06,0.01211838079546766
233,9.053973454984376e-07,0.012147284188443332
234,1.2148261658240234e-06,0.01216963571528342
235,1.0159597015471089e-06,0.012221344343616837
236,1.2878085813552432e-06,0.01227926134898966
237,1.4252869874924468e-06,0.012371973247721364
238,1.7516940322679365e-06,0.012507346267243293
239,2.1506776995128265e-06,0.012729115640799114
240,2.584790539655657e-06,0.013144660951307799
241,2.922351509201393e-06,0.014124985579300432
