epoch,training_loss,val_loss
0,0.22609440982341766,0.19909751415252686
1,0.20354360342025757,0.1845906376838684
2,0.1810956597328186,0.16901375353336334
3,0.15711760520935059,0.1517084538936615
4,0.13066844642162323,0.13215355575084686
5,0.10140752047300339,0.10979150980710983
6,0.0701846331357956,0.08427160233259201
7,0.041211869567632675,0.05853111296892166
8,0.021793697029352188,0.04057859256863594
9,0.012284905649721622,0.03119588829576969
10,0.008152399212121964,0.026400810107588768
11,0.006231934763491154,0.023744657635688782
12,0.005170387681573629,0.022038714960217476
13,0.0044853645376861095,0.020756717771291733
14,0.003996369894593954,0.019690172746777534
15,0.003625457175076008,0.018755411729216576
16,0.0033326977863907814,0.017914455384016037
17,0.0030949364881962538,0.01714692823588848
18,0.0028975913301110268,0.016440043225884438
19,0.002730943262577057,0.01578468643128872
20,0.0025882162153720856,0.015173916704952717
21,0.0024645125959068537,0.014602241106331348
22,0.002356182783842087,0.014065239578485489
23,0.002260447945445776,0.013559245504438877
24,0.0021751432213932276,0.013081315904855728
25,0.0020985626615583897,0.012628947384655476
26,0.0020293290726840496,0.012200078926980495
27,0.0019663251005113125,0.011792987585067749
28,0.0019086364191025496,0.01140618696808815
29,0.0018555049318820238,0.011038440279662609
30,0.0018062952440232038,0.01068864855915308
31,0.0017604823224246502,0.01035582460463047
32,0.0017176145920529962,0.01003909483551979
33,0.0016773140523582697,0.009737655520439148
34,0.0016392675461247563,0.009450739249587059
35,0.0016031955601647496,0.00917760469019413
36,0.0015688672428950667,0.00891755148768425
37,0.0015360850375145674,0.008669904433190823
38,0.0015046747867017984,0.008433991111814976
39,0.0014744979562237859,0.008209156803786755
40,0.0014454224146902561,0.007994779385626316
41,0.0014173442032188177,0.007790247444063425
42,0.0013901728671044111,0.007594982162117958
43,0.0013638256350532174,0.007408414501696825
44,0.0013382340548560023,0.007230017799884081
45,0.0013133392203599215,0.0070592849515378475
46,0.0012890883954241872,0.00689573073759675
47,0.0012654351303353906,0.006738916505128145
48,0.0012423418229445815,0.006588398013263941
49,0.0012197711039334536,0.00644380459561944
50,0.0011976939858868718,0.0063047464936971664
51,0.0011760833440348506,0.006170893087983131
52,0.0011549151968210936,0.006041908636689186
53,0.0011341623030602932,0.00591750955209136
54,0.001113812206313014,0.005797399207949638
55,0.0010938456980511546,0.005681331735104322
56,0.0010742442682385445,0.0055690654553473
57,0.0010549946455284953,0.005460377316921949
58,0.0010360835585743189,0.005355055909603834
59,0.0010175015777349472,0.005252918694168329
60,0.00099923403467983,0.005153772421181202
61,0.0009812713833525777,0.005057458765804768
62,0.0009636050672270358,0.004963825922459364
63,0.000946224492508918,0.004872719757258892
64,0.0009291236056014895,0.004784020129591227
65,0.0009122942574322224,0.004697590135037899
66,0.0008957271929830313,0.004613317549228668
67,0.0008794173481874168,0.004531098995357752
68,0.0008633590769022703,0.004450825043022633
69,0.0008475441136397421,0.004372410476207733
70,0.0008319700718857348,0.004295763559639454
71,0.0008166271727532148,0.004220795352011919
72,0.0008015140192583203,0.004147443920373917
73,0.0007866239757277071,0.004075623583048582
74,0.0007719533750787377,0.004005275201052427
75,0.0007574974442832172,0.003936333581805229
76,0.0007432523998431861,0.003868741448968649
77,0.0007292114896699786,0.003802437800914049
78,0.0007153736078180373,0.0037373793311417103
79,0.0007017359021119773,0.003673516446724534
80,0.0006882940069772303,0.003610803745687008
81,0.0006750418106094003,0.0035491902381181717
82,0.0006619800115004182,0.00348865007981658
83,0.0006491023814305663,0.003429136471822858
84,0.0006364079308696091,0.003370618214830756
85,0.0006238927016966045,0.0033130638767033815
86,0.0006115534342825413,0.003256438300013542
87,0.0005993900122120976,0.0032007237896323204
88,0.000587396789342165,0.003145880764350295
89,0.0005755723686888814,0.003091889200732112
90,0.0005639147129841149,0.003038727445527911
91,0.0005524214939214289,0.0029863729141652584
92,0.0005410896264947951,0.0029348081443458796
93,0.0005299175973050296,0.0028840098530054092
94,0.0005189043004065752,0.0028339645359665155
95,0.0005080458940938115,0.002784652868285775
96,0.0004973420291207731,0.002736066235229373
97,0.00048679078463464975,0.002688188571482897
98,0.0004763894248753786,0.0026410070713609457
99,0.0004661381244659424,0.002594510791823268
100,0.00045603455509990454,0.0025486943777650595
101,0.00044607804738916457,0.0025035454891622066
102,0.00043626592378132045,0.0024590599350631237
103,0.0004265997267793864,0.0024152311962097883
104,0.0004170768370386213,0.0023720525205135345
105,0.0004076972254551947,0.002329527633264661
106,0.00039846033905632794,0.0022876476868987083
107,0.0003893655666615814,0.0022464145440608263
108,0.000380412966478616,0.002205827971920371
109,0.00037160268402658403,0.0021658882033079863
110,0.0003629342536441982,0.0021265954710543156
111,0.0003544084320310503,0.002087957691401243
112,0.00034602519008331,0.0020499732345342636
113,0.0003377852845005691,0.002012646058574319
114,0.00032968903542496264,0.001975982915610075
115,0.00032173737417906523,0.0019399889279156923
116,0.0003139304753858596,0.0019046652596443892
117,0.0003062700852751732,0.0018700199434533715
118,0.00029875527252443135,0.0018360569374635816
119,0.0002913873177021742,0.001802782411687076
120,0.00028416712302714586,0.0017702003242447972
121,0.00027709529967978597,0.0017383149825036526
122,0.0002701715275179595,0.0017071281326934695
123,0.00026339676696807146,0.0016766468761488795
124,0.0002567711053416133,0.001646872260607779
125,0.0002502941351849586,0.00161780568305403
126,0.00024396591470576823,0.0015894484240561724
127,0.00023778628383297473,0.0015618032775819302
128,0.000231754471315071,0.0015348703600466251
129,0.00022587052080780268,0.0015086469938978553
130,0.00022013326815795153,0.0014831334119662642
131,0.00021454205852933228,0.0014583254233002663
132,0.00020909543673042208,0.0014342226786538959
133,0.00020379268971737474,0.00141082052141428
134,0.00019863259512931108,0.0013881148770451546
135,0.00019361337763257325,0.001366100856103003
136,0.0001887339458335191,0.0013447720557451248
137,0.0001839926844695583,0.0013241233536973596
138,0.0001793879782781005,0.0013041464844718575
139,0.0001749179937178269,0.001284835278056562
140,0.0001705813338048756,0.0012661803048104048
141,0.00016637571388855577,0.0012481719022616744
142,0.00016229900938924402,0.0012308018049225211
143,0.00015834983787499368,0.001214060583151877
144,0.00015452588559128344,0.0011979348491877317
145,0.0001508248969912529,0.0011824140092357993
146,0.000147244893014431,0.0011674873530864716
147,0.00014378347259480506,0.0011531407944858074
148,0.00014043851115275174,0.0011393619934096932
149,0.00013720738934352994,0.001126137445680797
150,0.0001340878807241097,0.0011134524829685688
151,0.00013107777340337634,0.0011012924369424582
152,0.00012817408423870802,0.0010896422900259495
153,0.0001253746304428205,0.0010784881887957454
154,0.00012267653073649853,0.0010678129037842155
155,0.00012007741315755993,0.0010576026979833841
156,0.00011757444735849276,0.0010478406911715865
157,0.00011516489030327648,0.001038511865772307
158,0.00011284621723461896,0.0010295988759025931
159,0.00011061552504543215,0.0010210878681391478
160,0.00010847016528714448,0.0010129634756594896
161,0.00010640732216415927,0.0010052095167338848
162,0.00010442428902024403,0.000997810740955174
163,0.00010251806816086173,0.0009907532949000597
164,0.00010068628034787253,0.000984023092314601
165,9.892594971461222e-05,0.0009776056976988912
166,9.723444964038208e-05,0.0009714877232909203
167,9.560926264384761e-05,0.0009656570618972182
168,9.40476093092002e-05,0.000960100325755775
169,9.254707401851192e-05,0.0009548070374876261
170,9.110497194342315e-05,0.0009497643331997097
171,8.971893112175167e-05,0.0009449625504203141
172,8.83864559000358e-05,0.0009403896401636302
173,8.710545080248266e-05,0.0009360358235426247
174,8.587350021116436e-05,0.0009318926022388041
175,8.468848682241514e-05,0.0009279493824578822
176,8.354831516044214e-05,0.0009241979569196701
177,8.245076605817303e-05,0.0009206305840052664
178,8.139405690599233e-05,0.0009172378340736032
179,8.037640509428456e-05,0.0009140122565440834
180,7.939583156257868e-05,0.0009109475067816675
181,7.845056097721681e-05,0.0009080343297682703
182,7.753909449093044e-05,0.0009052673703990877
183,7.665979501325637e-05,0.0009026388870552182
184,7.581116369692609e-05,0.0009001430007629097
185,7.499179628212005e-05,0.0008977739489637315
186,7.420030306093395e-05,0.0008955266675911844
187,7.343538163695484e-05,0.0008933930075727403
188,7.269580964930356e-05,0.0008913687197491527
189,7.198043022071943e-05,0.0008894496131688356
190,7.12880864739418e-05,0.000887630507349968
191,7.061782525852323e-05,0.0008859055233187973
192,6.996856245677918e-05,0.0008842697716318071
193,6.933931581443176e-05,0.0008827202836982906
194,6.872925587231293e-05,0.0008812519372440875
195,6.813765503466129e-05,0.0008798610651865602
196,6.756337097613141e-05,0.0008785428944975138
