,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_lstm_units,param_hidden_layer_size,params,split0_test_MSE,split1_test_MSE,mean_test_MSE,std_test_MSE,rank_test_MSE
0,2.110880494117737,1.100005030632019,1.193578839302063,0.19972574710845947,1,156,"{'n_lstm_units': 1, 'hidden_layer_size': 156}",0.5929695613557728,0.04994271172056383,0.32145613653816835,0.27151342481760454,1
1,1.4510549306869507,0.945104718208313,1.7188764810562134,0.6914392709732056,2,74,"{'n_lstm_units': 2, 'hidden_layer_size': 74}",0.5912883311552215,0.0252675337623937,0.3082779324588076,0.2830103986964139,2
