,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_lstm_units,param_hidden_layer_size,params,split0_test_MSE,split1_test_MSE,split2_test_MSE,mean_test_MSE,std_test_MSE,rank_test_MSE
0,1.3820305665334065,1.0065466118529363,1.7161544958750408,0.8855630979298544,1,114,"{'n_lstm_units': 1, 'hidden_layer_size': 114}",0.11357770456114535,0.6429259880301141,0.03927720097696325,0.26526029785607425,0.26876714997582474,3
1,1.777614672978719,1.4640298857384548,2.573115348815918,1.2866575918146232,2,114,"{'n_lstm_units': 2, 'hidden_layer_size': 114}",0.1122868594430867,0.715083301971158,0.035187016746632965,0.2875190593869592,0.3039676326940136,2
2,2.196146011352539,1.719569291478838,3.784412940343221,1.808077446910263,3,114,"{'n_lstm_units': 3, 'hidden_layer_size': 114}",0.10773911721699171,0.6399134295589675,0.035156432814838545,0.26093632653026594,0.2696105771710696,4
3,1.25803009668986,1.0226318472602716,1.5592612425486247,0.7658031515554414,1,109,"{'n_lstm_units': 1, 'hidden_layer_size': 109}",0.12670031427647696,0.5217522737248839,0.034545756577919334,0.22766611485976007,0.21132615748046327,6
4,1.645300308863322,1.3182170393368033,2.476318677266439,1.219859444957824,2,109,"{'n_lstm_units': 2, 'hidden_layer_size': 109}",0.1252314566815362,0.7091242603933031,0.03405207442469968,0.28946926383317967,0.29906649989658657,1
5,1.9812933603922527,1.5788720203517677,3.70878012975057,1.8225282902394868,3,109,"{'n_lstm_units': 3, 'hidden_layer_size': 109}",0.10700666278745467,0.5711910051768961,0.038904075426707624,0.23903391446368613,0.23651038072299596,5
