,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_size,param_n_lstm_units,params
0,0.44308142824880375,0.004916123228900922,0.22399877573885232,0.21908265250995143,3,1724.0386366844177,1073.9780507087708,0.7759394645690918,0.32681989669799805,133,2,"OrderedDict([('hidden_layer_size', 133), ('n_lstm_units', 2)])"
1,0.275759031789144,0.014085215178936008,0.14492212348404002,0.130836908305104,8,1165.9064071178436,702.4178814888,0.3595961332321167,0.11069262027740479,117,1,"OrderedDict([('hidden_layer_size', 117), ('n_lstm_units', 1)])"
2,0.3465665617713867,0.0006809458895298086,0.17362375383045825,0.17294280794092845,7,1216.5973895788193,749.2120193243027,0.34618330001831055,0.11381220817565918,133,1,"OrderedDict([('hidden_layer_size', 133), ('n_lstm_units', 1)])"
3,0.4105814620347825,0.014428561463889654,0.2125050117493361,0.19807645028544643,5,2204.476112484932,1366.442950129509,1.0561319589614868,0.37714874744415283,145,3,"OrderedDict([('hidden_layer_size', 145), ('n_lstm_units', 3)])"
4,0.38601237008558936,0.0005878895398925332,0.19330012981274092,0.19271224027284842,6,1728.6341969966888,1070.7065279483795,0.6911954879760742,0.22139954566955566,145,2,"OrderedDict([('hidden_layer_size', 145), ('n_lstm_units', 2)])"
5,0.5025733171625842,0.014990285555576957,0.2587818013590806,0.24379151580350364,1,1827.0361884832382,1073.6016238927841,1.073122262954712,0.4163196086883545,48,3,"OrderedDict([('hidden_layer_size', 48), ('n_lstm_units', 3)])"
6,0.4428354890869711,0.0013136348468876613,0.2220745619669294,0.22076092712004175,4,1808.6248021125793,1139.4088609218597,0.7235509157180786,0.2692972421646118,152,2,"OrderedDict([('hidden_layer_size', 152), ('n_lstm_units', 2)])"
7,0.4484640222293567,0.004087220645425265,0.226275621437391,0.22218840079196572,2,1461.9614579677582,826.322911977768,0.7898952960968018,0.27543210983276367,57,2,"OrderedDict([('hidden_layer_size', 57), ('n_lstm_units', 2)])"
